profile,record_type,record_type_machine_name,record_section,path_to_field,field,field_machine_name,qualified_field_machine_name,importer_template_headers,repeats,group_repeats,data_source_type,data_source_name
herbarium_3-0-0,Intake,intake,Location Information,"",Current location,currentLocation,ns2:intakes_common.currentLocation,currentLocationLocationLocal; currentLocationLocationOffsite; currentLocationOrganizationLocal; currentLocationPlaceLocal; currentLocationRefname,n,y,authority; refname,location/local; location/offsite; organization/local; place/local; authority refname
herbarium_3-0-0,Intake,intake,Condition Check Information,"",Condition check assessor,conditionCheckerOrAssessor,ns2:intakes_common.conditionCheckerOrAssessor,conditionCheckerOrAssessorPersonLocal; conditionCheckerOrAssessorOrganizationLocal; conditionCheckerOrAssessorRefname,y,n,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Loan In,loanin,Loan In Information,"",Lender name,lender,ns2:loansin_common.lender,lenderPersonLocal; lenderOrganizationLocal; lenderRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Loan In,loanin,Loan In Information,"",Taxonomy,taxonomy,ns2:loansin_herbarium.taxonomy,taxonomyTaxonLocal; taxonomyTaxonCommon; taxonomyRefname,y,n,authority; refname,taxon/local; taxon/common; authority refname
herbarium_3-0-0,Loan Out,loanout,Loan Out Information,"",Taxonomy,taxonomy,ns2:loansout_herbarium.taxonomy,taxonomyTaxonLocal; taxonomyTaxonCommon; taxonomyRefname,y,n,authority; refname,taxon/local; taxon/common; authority refname
herbarium_3-0-0,Storage Location,location,Storage Location Information,Source,Term source name,termSource,ns2:locations_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Media Handling,media,Media Handling Information,"",Measured by,measuredBy,ns2:media_common.measuredBy,measuredByPersonLocal; measuredByOrganizationLocal; measuredByRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Organization,organization,Organization Information,Source,Term source name,termSource,ns2:organizations_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Person,person,Person Information,Source,Term source name,termSource,ns2:persons_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Place,place,Place Information,Source,Term source name,termSource,ns2:places_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Place,place,Place Information,"",Owner,owner,ns2:places_common.owner,ownerPersonLocal; ownerOrganizationLocal; ownerRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Place,place,Place Information,"",Address municipality,addressMunicipality,ns2:places_common.addressMunicipality,addressMunicipalityPlaceLocal; addressMunicipalityPlaceTgn; addressMunicipalityRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Place,place,Place Information,"",Address state/province,addressStateOrProvince,ns2:places_common.addressStateOrProvince,addressStateOrProvincePlaceLocal; addressStateOrProvincePlaceTgn; addressStateOrProvinceRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Place,place,Place Information,"",Address country,addressCountry,ns2:places_common.addressCountry,addressCountryPlaceLocal; addressCountryPlaceTgn; addressCountryRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Place,place,Georeference Information,"",Georeferenced by,geoReferencedBy,ns2:places_common.geoReferencedBy,geoReferencedByPersonLocal; geoReferencedByOrganizationLocal; geoReferencedByRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Transport,transport,Transport Information,"",Courier name,courier,ns2:transports_common.courier,courierPersonLocal; courierOrganizationLocal; courierRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Transport,transport,Cost Information,"",Shipping quote provider,shippingQuoteProvider,ns2:transports_common.shippingQuoteProvider,shippingQuoteProviderPersonLocal; shippingQuoteProviderOrganizationLocal; shippingQuoteProviderRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Use of Collections,uoc,Use of Collections Information,"",User name,user,ns2:uoc_common.user,userPersonLocal; userOrganizationLocal; userRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Use of Collections,uoc,Use of Collections Information,"",Authorized by,authorizedBy,ns2:uoc_common.authorizedBy,authorizedByPersonLocal; authorizedByOrganizationLocal; authorizedByRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Use of Collections,uoc,Use of Collections Information,"",Staff name,staffName,ns2:uoc_common.staffName,staffNamePersonLocal; staffNameOrganizationLocal; staffNameRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Use of Collections,uoc,Use of Collections Information,"",Location,location,ns2:uoc_common.location,locationOrganizationLocal; locationPlaceLocal; locationLocationLocal; locationRefname,y,n,authority; refname,organization/local; place/local; location/local; authority refname
herbarium_3-0-0,Work,work,Work Information,Source,Term source name,termSource,ns2:works_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Work,work,Work Information,"",Creator name,creator,ns2:works_common.creator,creatorPersonLocal; creatorOrganizationLocal; creatorRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Work,work,Work Information,"",Publisher name,publisher,ns2:works_common.publisher,publisherPersonLocal; publisherOrganizationLocal; publisherRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Work,work,Work Information,"",Address municipality,addressMunicipality,ns2:works_common.addressMunicipality,addressMunicipalityPlaceLocal; addressMunicipalityPlaceTgn; addressMunicipalityRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Work,work,Work Information,"",Address state/province,addressStateOrProvince,ns2:works_common.addressStateOrProvince,addressStateOrProvincePlaceLocal; addressStateOrProvincePlaceTgn; addressStateOrProvinceRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Work,work,Work Information,"",Address country,addressCountry,ns2:works_common.addressCountry,addressCountryPlaceLocal; addressCountryPlaceTgn; addressCountryRefname,n,y,authority; refname,place/local; place/tgn; authority refname
herbarium_3-0-0,Taxon,taxon,Taxonomic Name Information,Source,Term source name,termSource,ns2:taxon_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,n,y,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Taxon,taxon,Taxonomic Name Information,"",Author name,taxonAuthor,ns2:taxon_common.taxonAuthor,taxonAuthorPersonLocal; taxonAuthorOrganizationLocal; taxonAuthorRefname,n,y,authority; refname,person/local; organization/local; authority refname
herbarium_3-0-0,Taxon,taxon,Taxonomic Name Information,"",Citation,taxonCitation,ns2:taxon_common.taxonCitation,taxonCitationCitationLocal; taxonCitationCitationWorldcat; taxonCitationRefname,y,n,authority; refname,citation/local; citation/worldcat; authority refname
herbarium_3-0-0,Taxon,taxon,Taxonomic Name Information,"",Related term name,relatedTerm,ns2:taxon_herbarium.relatedTerm,relatedTermTaxonLocal; relatedTermTaxonCommon; relatedTermRefname,n,y,authority; refname,taxon/local; taxon/common; authority refname
